연번,정류소아이디(ID),정류소명,경도,위도,데이터기준일자
1371,44014,이현상가/동양주택,128.0670548,35.19141067,2021-09-09
1372,44013,이현상가/동양주택,128.0668458,35.19138547,2021-09-09
1373,44022,이현웰가아파트,128.0590224,35.19492416,2021-09-09
1374,44021,이현웰가아파트,128.0586507,35.19483728,2021-09-09
1375,44006,이현주공아파트,128.0597088,35.19113268,2021-09-09
1376,44005,이현주공아파트,128.0603261,35.19111151,2021-09-09
1377,4015,인담,128.1754457,35.12416856,2021-09-09
1378,4016,인담,128.1754388,35.12406949,2021-09-09
1379,4028,인담경로회관,128.1709791,35.11868232,2021-09-09
1380,4027,인담경로회관,128.1710813,35.11872865,2021-09-09
1381,25004,인사광장/진주성,128.0792742,35.19157953,2021-09-09
1382,22001,인사광장/진주성,128.0791589,35.1913665,2021-09-09
1383,6004,일반성면사무소,128.2772048,35.17074025,2021-09-09
1384,13021,임실,128.0888542,35.32305737,2021-09-09
1385,48019,자동차1번지,128.1226747,35.16299457,2021-09-09
1386,37009,자동차검사소,128.1074351,35.17350207,2021-09-09
1387,37010,자동차검사소,128.1072659,35.17357121,2021-09-09
1388,16019,자매,127.9349088,35.24449284,2021-09-09
1389,16018,자매,127.9348441,35.24459249,2021-09-09
1390,16020,자매회관,127.9327482,35.24457937,2021-09-09
1391,35008,자유시장,128.1113297,35.17958847,2021-09-09
1392,35007,자유시장,128.1106649,35.17974329,2021-09-09
1393,41023,자전거무료대여소,128.0689456,35.17235558,2021-09-09
1394,41022,자전거무료대여소,128.0692314,35.17359975,2021-09-09
1395,9088,작은옻점,128.2377077,35.24266124,2021-09-09
1396,9089,작은옻점,128.2376528,35.2424793,2021-09-09
1397,5018,장곡,128.2602144,35.16101536,2021-09-09
1398,5019,장곡,128.260133,35.16107254,2021-09-09
1399,5017,장곡경로당,128.2589576,35.16402971,2021-09-09
1400,5016,장곡경로당,128.25888,35.16398095,2021-09-09
1401,7037,장안,128.3424362,35.18858977,2021-09-09
1402,7054,장안,128.3423526,35.18874859,2021-09-09
1403,38005,장재실,128.1010139,35.21623257,2021-09-09
1404,38006,장재실,128.1010007,35.21667883,2021-09-09
1405,13010,장죽,128.1084096,35.28475996,2021-09-09
1406,13009,장죽,128.1084849,35.28484489,2021-09-09
1407,13008,장죽회관,128.1100921,35.28179733,2021-09-09
1408,13007,장죽회관,128.1099908,35.28182304,2021-09-09
1409,12044,장흥,128.1005859,35.22765135,2021-09-09
1410,12043,장흥,128.1004878,35.22770181,2021-09-09
1411,14073,장흥,128.0572783,35.28815817,2021-09-09
1412,14117,장흥,128.0572254,35.28810455,2021-09-09
1413,12046,장흥회관,128.105601,35.23499399,2021-09-09
1414,12047,장흥회관,128.1055882,35.2350617,2021-09-09
1415,6047,저동,128.2959051,35.18609768,2021-09-09
1416,6050,저동,128.2958092,35.18610547,2021-09-09
1417,8029,저동삼거리,128.2950609,35.19032019,2021-09-09
1418,8030,저동삼거리,128.2952944,35.19033346,2021-09-09
1419,15049,전령동,127.9783639,35.23263292,2021-09-09
1420,15050,전령동,127.978521,35.23268123,2021-09-09
1421,11017,전원주택단지,128.1561418,35.18414412,2021-09-09
1422,11018,전원주택단지,128.1562685,35.1840941,2021-09-09
1423,10038,절골,128.1616187,35.32805814,2021-09-09
1424,10092,절골,128.1616216,35.32787561,2021-09-09
1425,13094,점촌,128.1325101,35.29344101,2021-09-09
1426,13095,점촌,128.1327493,35.2932495,2021-09-09
1427,13049,점촌,128.1356069,35.29131234,2021-09-09
1428,13050,점촌,128.135644,35.29121285,2021-09-09
1429,13032,점촌회관,128.1299215,35.29016688,2021-09-09
1430,13031,점촌회관,128.1299593,35.28991868,2021-09-09
1431,2047,정동,128.0189687,35.1327304,2021-09-09
1432,2079,정동,128.0191261,35.13259388,2021-09-09
1433,2048,정동교차로,128.0164685,35.13415519,2021-09-09
1434,1108,정동입구,128.1395151,35.16151692,2021-09-09
1435,1073,정동입구,128.1394057,35.16134445,2021-09-09
1436,13028,정성,128.1264942,35.27823883,2021-09-09
1437,13027,정성,128.1264003,35.27820366,2021-09-09
1438,13081,정성1,128.1274177,35.28519264,2021-09-09
1439,13061,정성1,128.1273525,35.28524732,2021-09-09
1440,13080,정성회관,128.1230471,35.28350509,2021-09-09
1441,13060,정성회관,128.1231479,35.28343881,2021-09-09
1442,12116,정수,128.0841599,35.28422492,2021-09-09
1443,12117,정수,128.0830201,35.28551045,2021-09-09
1444,4048,정자,128.1754341,35.13481302,2021-09-09
1445,4060,정자,128.1753295,35.13497627,2021-09-09
1446,4050,정자1,128.181201,35.13395479,2021-09-09
1447,4049,정자1,128.181481,35.13396783,2021-09-09
1448,4004,정자입구,128.1707934,35.1365569,2021-09-09
1449,4005,정자회관,128.177052,35.134403,2021-09-09
1450,4006,정자회관,128.1768544,35.13439591,2021-09-09
1451,13023,정촌,128.0842435,35.33169027,2021-09-09
1452,13024,정촌,128.0841151,35.33175,2021-09-09
1453,3118,정촌대경파미르,128.1026105,35.12711764,2021-09-09
1454,3117,정촌대경파미르,128.1025473,35.12649181,2021-09-09
1455,3124,정촌대경파미르정문,128.100303,35.12847255,2021-09-09
1456,3125,정촌대경파미르정문,128.1003924,35.12859342,2021-09-09
1457,3114,정촌면사무소,128.1020444,35.13171045,2021-09-09
1458,3115,정촌면사무소,128.1025064,35.13037682,2021-09-09
1459,3134,정촌면사무소,128.1019157,35.13094347,2021-09-09
1460,3101,정촌산단입구,128.1055506,35.1285307,2021-09-09
1461,3100,정촌산단입구,128.1051996,35.12854066,2021-09-09
1462,3121,정촌우방아이유쉘,128.0994274,35.12148184,2021-09-09
1463,3122,정촌우방아이유쉘,128.0991853,35.12122716,2021-09-09
1464,3119,정촌유황사우나,128.1013649,35.12443631,2021-09-09
1465,3120,정촌유황사우나,128.1015488,35.12444366,2021-09-09
1466,47021,정촌초등학교,128.1086885,35.15950015,2021-09-09
1467,47020,정촌초등학교,128.1086997,35.15931528,2021-09-09
1468,12025,정평,128.0659455,35.27786373,2021-09-09
1469,12026,정평,128.0659702,35.27807306,2021-09-09
1470,12111,정평1,128.0638316,35.28493718,2021-09-09
1471,12030,정평1,128.0637626,35.28491751,2021-09-09
1472,12029,정평2,128.063033,35.28649442,2021-09-09
1473,12112,정평2,128.0631558,35.28642574,2021-09-09
1474,12136,정평교,128.0667667,35.27376668,2021-09-09
1475,12137,정평교,128.0669814,35.27380084,2021-09-09
1476,12114,정평못아래,128.0626667,35.28727274,2021-09-09
1477,12113,정평못아래,128.0625895,35.28725089,2021-09-09
1478,10013,정호,128.1337868,35.26522827,2021-09-09
1479,10012,정호,128.1338822,35.26537608,2021-09-09
1480,13071,정호경로당,128.1297805,35.27348771,2021-09-09
1481,1097,제곡,128.1801932,35.1573191,2021-09-09
1482,1043,제곡입구,128.1732318,35.1560464,2021-09-09
1483,1081,제곡입구,128.1735852,35.15581315,2021-09-09
1484,16090,조계,127.8969461,35.19896642,2021-09-09
1485,16089,조계,127.8969665,35.19907442,2021-09-09
1486,16060,조계회관입구,127.8982744,35.1954482,2021-09-09
1487,16061,조계회관입구,127.8984822,35.19536779,2021-09-09
1488,2011,조고개,128.0827959,35.15536528,2021-09-09
1489,2010,조고개,128.0810107,35.15543079,2021-09-09
1490,14011,조비,128.029629,35.2205516,2021-09-09
1491,14078,조비,128.0299878,35.22048095,2021-09-09
1492,14010,조비입구,128.0315106,35.21930531,2021-09-09
1493,14033,조비회관,128.0324279,35.22062465,2021-09-09
1494,14104,조비회관,128.0324762,35.22053862,2021-09-09
1495,49016,종합경기장/중소벤처진흥공단,128.1379743,35.1807493,2021-09-09
1496,49015,종합경기장/중소벤처진흥공단,128.1377587,35.18103067,2021-09-09
1497,49038,주상2-3블럭,128.1442616,35.17343559,2021-09-09
1498,49037,주상2-3블럭,128.1441719,35.17380895,2021-09-09
1499,19005,주약초등학교,128.0914279,35.17163521,2021-09-09
1500,19006,주약초등학교,128.0912572,35.17159168,2021-09-09
1501,4044,죽곡,128.1786784,35.07631175,2021-09-09
1502,4070,죽곡삼거리,128.1865725,35.08219465,2021-09-09
1503,4071,죽곡삼거리,128.1866264,35.08213328,2021-09-09
1504,1090,죽봉,128.1220493,35.14004701,2021-09-09
1505,1091,죽봉,128.1221179,35.14005088,2021-09-09
1506,1115,죽봉입구,128.1291947,35.14735047,2021-09-09
1507,1116,죽봉입구,128.1292833,35.14740823,2021-09-09
1508,12053,죽산,128.1234399,35.21859521,2021-09-09
1509,12052,죽산,128.1233923,35.21852354,2021-09-09
1510,12121,죽산삼거리,128.1241199,35.21633566,2021-09-09
1511,12122,죽산삼거리,128.1240774,35.2164352,2021-09-09
1512,12124,죽산회관,128.1196341,35.22557042,2021-09-09
1513,12123,죽산회관,128.1195293,35.22554209,2021-09-09
1514,8005,죽항,128.2597317,35.18201579,2021-09-09
1515,8004,죽항,128.2598091,35.18205104,2021-09-09
1516,7031,중도,128.3326982,35.1889204,2021-09-09
1517,7032,중도,128.3327772,35.18888348,2021-09-09
1518,27003,중앙시장(국민은행),128.0836702,35.1952063,2021-09-09
1519,27002,중앙시장(우리은행),128.0836727,35.19456411,2021-09-09
1520,27001,중앙시장(주차장),128.0854508,35.19349141,2021-09-09
1521,16107,중전,127.9566317,35.19016794,2021-09-09
1522,16108,중전,127.9566652,35.18998291,2021-09-09
1523,16003,중전1,127.9546604,35.19129662,2021-09-09
1524,16004,중전1,127.9548027,35.19126621,2021-09-09
1525,16005,중전2,127.9526802,35.19425951,2021-09-09
1526,16006,중전2,127.9529459,35.19420784,2021-09-09
1527,46036,중촌,128.0337537,35.19871619,2021-09-09
1528,46037,중촌,128.0338499,35.19872213,2021-09-09
1529,8007,중촌,128.2641468,35.18037452,2021-09-09
1530,8006,중촌,128.2642326,35.18042094,2021-09-09
1531,40003,중촌,128.0815814,35.2148778,2021-09-09
1532,10051,중촌,128.194065,35.24163417,2021-09-09
1533,10050,중촌,128.1939993,35.24183535,2021-09-09
1534,40004,중촌,128.0819811,35.21479311,2021-09-09
1535,5033,중촌삼거리,128.2222891,35.19154754,2021-09-09
1536,5036,증산,128.2315242,35.18965591,2021-09-09
1537,5037,증산,128.2311484,35.18949074,2021-09-09
1538,14118,지경,127.9967387,35.28042065,2021-09-09
1539,14119,지경,127.9968057,35.28028491,2021-09-09
1540,12070,지내,128.0786575,35.24704632,2021-09-09
1541,12071,지내,128.0785992,35.24700403,2021-09-09
1542,9066,지수면사무소,128.2698196,35.23486725,2021-09-09
1543,9061,지수면사무소,128.2699873,35.23505251,2021-09-09
1544,9036,지수삼거리,128.2692565,35.23045016,2021-09-09
1545,9035,지수삼거리,128.2693499,35.23045143,2021-09-09
1546,9034,지수삼거리/지수중학교,128.2688223,35.23025192,2021-09-09
1547,9086,지수초등학교,128.2518687,35.23245135,2021-09-09
1548,9060,지수초등학교,128.2520286,35.23248398,2021-09-09
1549,9038,지수파출소,128.2703202,35.23615082,2021-09-09
1550,9056,지철,128.2932699,35.22727357,2021-09-09
1551,9073,지철,128.2933069,35.22743447,2021-09-09
1552,7043,지화,128.3231783,35.17479417,2021-09-09
1553,7044,지화,128.3232207,35.17494901,2021-09-09
1554,16048,직금,127.9265743,35.19341881,2021-09-09
1555,16049,직금,127.9265924,35.19331502,2021-09-09
1556,5028,진동,128.2190219,35.20489471,2021-09-09
1557,5027,진동,128.2187975,35.20484417,2021-09-09
1558,8013,진등,128.2640266,35.18696639,2021-09-09
1559,8014,진등,128.2642383,35.18681322,2021-09-09
1560,36010,진명여자중학교/동진초등학교,128.1223679,35.18698773,2021-09-09
1561,36009,진명여자중학교/동진초등학교,128.1222137,35.18695085,2021-09-09
1562,16047,진서중고등학교/사방,127.9281844,35.19644391,2021-09-09
1563,16046,진서중고등학교/사방,127.9283002,35.19649259,2021-09-09
1564,5005,진성면사무소,128.2243881,35.18436337,2021-09-09
1565,5004,진성면사무소,128.2241846,35.18433614,2021-09-09
1566,5007,진성삼거리,128.224456,35.18742255,2021-09-09
1567,5006,진성삼거리,128.2245141,35.18635619,2021-09-09
1568,5012,진성초등학교,128.2254167,35.16896349,2021-09-09
1569,5011,진성초등학교,128.225521,35.16896694,2021-09-09
1570,7060,진안,128.3528845,35.1845845,2021-09-09
1571,46001,진양호공원,128.0395026,35.17075128,2021-09-09
1572,46002,진양호공원,128.0392438,35.17089996,2021-09-09
1573,46003,진양호삼거리,128.0424741,35.16749456,2021-09-09
1574,46004,진양호삼거리,128.0423679,35.16734225,2021-09-09
1575,46052,진양호입구교차로,128.0400299,35.16841687,2021-09-09
1576,46041,진양호차고지/경해여자고등학교,128.0398759,35.16562351,2021-09-09
1577,46042,진양호차고지/경해여자고등학교,128.0396232,35.16560314,2021-09-09
1578,46010,진양호통닭거리,128.0423886,35.16853405,2021-09-09
1579,46009,진양호통닭거리,128.0424767,35.16856033,2021-09-09
1580,10027,진주교도소,128.1619185,35.28173419,2021-09-09
1581,10087,진주교도소,128.1619688,35.28160527,2021-09-09
1582,10025,진주교도소입구,128.1662003,35.28063623,2021-09-09
1583,10026,진주교도소입구,128.1661088,35.28057402,2021-09-09
1584,42008,진주교육대학교,128.0697566,35.18687356,2021-09-09
1585,42007,진주교육대학교,128.0696919,35.18633335,2021-09-09
1586,35003,진주기계공업고등학교,128.1047034,35.17928858,2021-09-09
1587,35004,진주기계공업고등학교,128.1045824,35.17947895,2021-09-09
1588,20013,진주남중학교/제일병원,128.090841,35.1796756,2021-09-09
1589,17011,진주남중학교/제일병원,128.0905354,35.17980454,2021-09-09
1590,11026,진주노동고용지청,128.1433229,35.21780661,2021-09-09
1591,1082,진주노인요양병원,128.1751802,35.1530217,2021-09-09
1592,1083,진주노인요양병원,128.1751099,35.15309223,2021-09-09
1593,39008,진주동명중고등학교,128.1163297,35.20063284,2021-09-09
1594,39007,진주동명중고등학교,128.1160777,35.20027465,2021-09-09
1595,8054,진주동부요양원,128.2621529,35.18915352,2021-09-09
1596,8055,진주동부요양원,128.2622605,35.18919295,2021-09-09
1597,11040,진주동중학교/금산초등학교,128.1426943,35.21419018,2021-09-09
1598,11039,진주동중학교/금산초등학교,128.1426268,35.2140714,2021-09-09
1599,14081,진주목공예전수관,128.0425178,35.24630179,2021-09-09
1600,14111,진주목공예전수관,128.0426136,35.24627618,2021-09-09
1601,1035,진주바이오산업진흥원,128.1640173,35.15959853,2021-09-09
1602,1036,진주바이오산업진흥원,128.1641202,35.1595029,2021-09-09
1603,34003,진주보건대학교/경진고등학교,128.0694273,35.1977687,2021-09-09
1604,34004,진주보건대학교/경진고등학교,128.0688643,35.19774888,2021-09-09
1605,34021,진주봉원중학교,128.074243,35.2049252,2021-09-09
1606,34020,진주봉원중학교,128.0744434,35.20450432,2021-09-09
1607,35013,진주상공회의소/경남서부세관,128.1196953,35.18023246,2021-09-09
1608,20012,진주세무서,128.0896651,35.18204535,2021-09-09
1609,17010,진주세무서,128.0891379,35.18264269,2021-09-09
1610,14129,진주스파랜드,127.9947028,35.26086369,2021-09-09
1611,1020,진주시농업기술센터/두산입구,128.147665,35.14810075,2021-09-09
1612,1019,진주시농업기술센터/두산입구,128.1477684,35.14803894,2021-09-09
1613,35005,진주시청,128.10765,35.17942615,2021-09-09
1614,35006,진주시청,128.1085641,35.17964536,2021-09-09
1615,35019,진주시청입구,128.1068085,35.18031261,2021-09-09
1616,35018,진주시청입구,128.1070907,35.18009577,2021-09-09
1617,10065,진주실버센터,128.1730458,35.25171104,2021-09-09
1618,10066,진주실버센터,128.1727565,35.25165301,2021-09-09
1619,37034,진주아파트,128.1149479,35.17544304,2021-09-09
1620,37035,진주아파트,128.1145102,35.17554846,2021-09-09
1621,34011,진주여자고등학교,128.0780669,35.20012785,2021-09-09
1622,34010,진주여자고등학교,128.0778993,35.19990627,2021-09-09
1623,34009,진주여자고등학교사거리,128.0759631,35.19963507,2021-09-09
1624,34008,진주여자고등학교사거리,128.0760267,35.19946101,2021-09-09
1625,42029,진주여자중학교오거리,128.0642334,35.18701686,2021-09-09
1626,42030,진주여자중학교오거리,128.0643915,35.18714165,2021-09-09
1627,42027,진주여자중학교오거리/서부농협,128.0651923,35.18687999,2021-09-09
1628,42035,진주여자중학교입구,128.0637485,35.18392289,2021-09-09
1629,47026,진주역,128.1178075,35.15139025,2021-09-09
1630,1117,진주역철길밑,128.1239943,35.15141188,2021-09-09
1631,1118,진주역철길밑,128.1245819,35.15124644,2021-09-09
1632,47038,진주역환승정류장,128.1077469,35.15785918,2021-09-09
1633,6007,진주외국어고등학교/반성시장,128.2818303,35.17015062,2021-09-09
1634,6008,진주외국어고등학교/반성시장,128.2822756,35.17037573,2021-09-09
1635,49006,진주익룡발자국전시관,128.1376602,35.16643742,2021-09-09
1636,49005,진주익룡발자국전시관,128.1376162,35.16623053,2021-09-09
1637,41028,진주제일중학교,128.0659161,35.17525808,2021-09-09
1638,41029,진주제일중학교,128.065788,35.17532905,2021-09-09
1639,36030,진주중앙고등학교,128.1184578,35.19306936,2021-09-09
1640,36029,진주중앙고등학교,128.1186895,35.19295005,2021-09-09
1641,36025,진주중앙중학교,128.1249936,35.18891017,2021-09-09
1642,36026,진주중앙중학교,128.1245669,35.18901778,2021-09-09
1643,25003,진주초등학교,128.0780908,35.19196185,2021-09-09
1644,25002,진주초등학교,128.0776769,35.1924207,2021-09-09
1645,12032,집현면사무소,128.0860172,35.2397296,2021-09-09
1646,12033,집현면사무소,128.0860426,35.23957615,2021-09-09
1647,12042,집현우체국,128.1015161,35.23247382,2021-09-09
1648,12041,집현우체국,128.1013826,35.23234885,2021-09-09
1649,12045,집현우체국,128.1014402,35.2327494,2021-09-09
1650,12076,집현초등학교,128.0928431,35.2410291,2021-09-09
1651,12075,집현초등학교,128.0925758,35.24117122,2021-09-09
1652,12074,집현초등학교,128.0925993,35.24107994,2021-09-09
1653,12034,집현현대아파트,128.0918104,35.23856888,2021-09-09
1654,12036,집현현대아파트,128.0922994,35.2383797,2021-09-09
1655,12104,집현현대아파트정문,128.0881722,35.23945562,2021-09-09
1656,12105,집현현대아파트정문,128.0888485,35.23909578,2021-09-09
1657,4063,차현,128.1855623,35.12223587,2021-09-09
1658,4062,차현,128.1852582,35.12225687,2021-09-09
1659,4021,차현회관,128.1900105,35.1227939,2021-09-09
1660,4020,차현회관,128.1900094,35.1227173,2021-09-09
1661,46013,참빌라,128.0411154,35.17327461,2021-09-09
1662,46014,참빌라,128.0409055,35.17338908,2021-09-09
1663,14083,창바지,127.9935949,35.26372991,2021-09-09
1664,14106,창바지,127.9939215,35.26302647,2021-09-09
1665,16053,창촌,127.9221004,35.18469668,2021-09-09
1666,16052,창촌,127.9221793,35.18463974,2021-09-09
1667,16054,창촌삼거리,127.9206092,35.18170438,2021-09-09
1668,16056,창촌삼거리,127.920324,35.18172232,2021-09-09
1669,5039,천곡,128.2497533,35.18885402,2021-09-09
1670,5038,천곡,128.249588,35.18881742,2021-09-09
1671,3108,천공정밀,128.1055667,35.11552017,2021-09-09
1672,1113,천공정밀,128.1066247,35.11548122,2021-09-09
1673,20006,천전119안전센터,128.0956635,35.18339726,2021-09-09
1674,20005,천전119안전센터,128.0957186,35.18300019,2021-09-09
1675,20011,천전시장,128.0882519,35.18494222,2021-09-09
1676,17009,천전시장,128.0881921,35.18457322,2021-09-09
1677,20001,천전초등학교,128.0906056,35.18700174,2021-09-09
1678,20002,천전초등학교,128.0904267,35.18713416,2021-09-09
1679,12120,철수,128.0824255,35.29492971,2021-09-09
1680,12118,철수,128.0819976,35.29478257,2021-09-09
1681,30004,청과시장,128.0870578,35.1962575,2021-09-09
1682,30003,청과시장,128.0873418,35.19614679,2021-09-09
1683,9046,청담,128.2734979,35.24740586,2021-09-09
1684,9045,청담,128.2734723,35.24735205,2021-09-09
1685,9043,청담삼거리,128.2751686,35.24727786,2021-09-09
1686,9044,청담삼거리,128.2750642,35.24727671,2021-09-09
1687,15008,청동기문화박물관,127.9628424,35.22564282,2021-09-09
1688,15009,청동기문화박물관,127.9629803,35.22537813,2021-09-09
1689,35024,청락원,128.1019803,35.18493749,2021-09-09
1690,37017,청암프라자,128.1155794,35.17124844,2021-09-09
1691,37018,청암프라자,128.1155535,35.17116305,2021-09-09
1692,9085,청원,128.2765023,35.2257964,2021-09-09
1693,9071,청원,128.2850748,35.22824636,2021-09-09
1694,9072,청원,128.2851805,35.22833086,2021-09-09
1695,9058,청원1,128.2875331,35.2272401,2021-09-09
1696,9059,청원1,128.2874246,35.22732912,2021-09-09
1697,9050,청원입구,128.2757943,35.22585026,2021-09-09
1698,9092,청원회관,128.282879,35.22861831,2021-09-09
1699,9093,청원회관,128.2827517,35.22890807,2021-09-09
1700,11069,청천,128.1332668,35.21384844,2021-09-09
1701,11038,청천,128.1341216,35.21411082,2021-09-09
1702,8027,초문,128.2875486,35.19536409,2021-09-09
1703,8028,초문,128.2874334,35.19536756,2021-09-09
1704,39012,초북사거리,128.1157517,35.208351,2021-09-09
1705,39011,초북사거리,128.1155193,35.20801967,2021-09-09
1706,39010,초장동행정복지센터,128.1160852,35.20383019,2021-09-09
1707,39009,초장동행정복지센터,128.1159045,35.20266017,2021-09-09
1708,39027,초전공원,128.1271878,35.20389182,2021-09-09
1709,39028,초전공원,128.1269453,35.20402702,2021-09-09
1710,39036,초전푸르지오,128.1106042,35.20815273,2021-09-09
1711,39037,초전푸르지오,128.1105288,35.20806104,2021-09-09
1712,39034,초전해모로4단지,128.1079597,35.21194438,2021-09-09
1713,39035,초전해모로4단지,128.1085401,35.21060515,2021-09-09
1714,44015,촉석초등학교/서부도서관,128.0632287,35.18995492,2021-09-09
1715,44016,촉석초등학교/서부도서관,128.0630843,35.18982099,2021-09-09
1716,44010,촉석초등학교사거리,128.0630299,35.19177934,2021-09-09
1717,44009,촉석초등학교사거리,128.0629527,35.19194246,2021-09-09
1718,13025,추계,128.0858205,35.33406225,2021-09-09
1719,13026,추계,128.0859496,35.33405208,2021-09-09
1720,14070,추동삼거리,128.0578623,35.25318746,2021-09-09
1721,14069,추동삼거리,128.0577496,35.25318168,2021-09-09
1722,14068,추동회관,128.0550782,35.25180349,2021-09-09
1723,14067,추동회관,128.0551295,35.25173319,2021-09-09
1724,49012,충무공동행정복지센터,128.1489844,35.1755936,2021-09-09
1725,49011,충무공동행정복지센터,128.149104,35.17570513,2021-09-09
1726,49009,충무공초등학교/대방노블랜드,128.1486832,35.1723225,2021-09-09
1727,49010,충무공초등학교/대방노블랜드,128.1486512,35.17258869,2021-09-09
1728,37023,카라스소프트,128.123078,35.17635485,2021-09-09
1729,37024,카라스소프트,128.1229011,35.17626861,2021-09-09
1730,41002,퀸즈웰가아파트,128.0491737,35.16718209,2021-09-09
1731,41001,퀸즈웰가아파트,128.0497074,35.16706931,2021-09-09
1732,49004,클러스트 5블럭,128.1327538,35.16582996,2021-09-09
1733,49003,클러스트 5블럭,128.1332678,35.16569446,2021-09-09
1734,16082,태원농장,127.9287388,35.17859136,2021-09-09
1735,16092,태원농장,127.9290179,35.1785126,2021-09-09
1736,14113,토담,128.0273896,35.26571667,2021-09-09
1737,14059,토담삼거리,128.0321536,35.26020534,2021-09-09
1738,14057,토담삼거리,128.0323183,35.26012576,2021-09-09
1739,14060,토담종점,128.0273298,35.26563388,2021-09-09
1740,14028,토현,127.9899436,35.28516565,2021-09-09
1741,14027,토현,127.9902504,35.28418073,2021-09-09
1742,17005,통계청사거리,128.087197,35.18612543,2021-09-09
1743,17006,통계청사거리,128.0872875,35.18591732,2021-09-09
1744,49025,트레젠웰가/롯데몰,128.1391086,35.17840655,2021-09-09
1745,49026,트레젠웰가/롯데몰,128.1393451,35.1782421,2021-09-09
1746,46032,판문동차고지,128.0393572,35.1847656,2021-09-09
1747,46033,판문동차고지,128.0394215,35.1850805,2021-09-09
1748,41004,판문동행정복지센터,128.0526264,35.16766138,2021-09-09
1749,41003,판문동행정복지센터,128.0525517,35.16782651,2021-09-09
1750,46008,판문현대아파트,128.0468469,35.1669769,2021-09-09
1751,46007,판문현대아파트,128.0467148,35.16716055,2021-09-09
1752,14024,팔미,127.9953989,35.25601348,2021-09-09
1753,14025,팔미,127.9945539,35.25722141,2021-09-09
1754,41024,평거LH5단지,128.059413,35.16563898,2021-09-09
1755,41025,평거LH5단지,128.0595419,35.16542154,2021-09-09
1756,46046,평거초등학교,128.0449936,35.16710331,2021-09-09
1757,46006,평거초등학교,128.0447278,35.16735121,2021-09-09
1758,46015,평거초등학교정문,128.0444889,35.16862637,2021-09-09
1759,46016,평거초등학교정문,128.0443759,35.16858678,2021-09-09
1760,42017,평거현대1차아파트,128.0687046,35.17926458,2021-09-09
1761,42041,평거현대1차아파트,128.0689361,35.17934366,2021-09-09
1762,15025,평년재,127.9934703,35.21072534,2021-09-09
1763,15026,평년재,127.9935552,35.21071112,2021-09-09
1764,12021,평방,128.0718647,35.26793561,2021-09-09
1765,12022,평방,128.071956,35.267946,2021-09-09
1766,12024,평방1,128.0693167,35.27031947,2021-09-09
1767,12023,평방1,128.0692884,35.27025438,2021-09-09
1768,12089,평촌,128.127291,35.23617513,2021-09-09
1769,12090,평촌,128.1277313,35.23619337,2021-09-09
1770,7029,평촌교회,128.3323125,35.18749162,2021-09-09
1771,7030,평촌교회,128.3323995,35.18743884,2021-09-09
1772,12127,평촌삼거리,128.1302076,35.23539085,2021-09-09
1773,12128,평촌새동네,128.130112,35.24175709,2021-09-09
1774,12129,평촌새동네,128.1301011,35.24196449,2021-09-09
1775,3094,포렉스,128.1055405,35.12149834,2021-09-09
1776,3095,포렉스,128.1056874,35.12140687,2021-09-09
1777,17001,포시즌,128.0873036,35.18689529,2021-09-09
1778,17002,포시즌,128.0869151,35.18719621,2021-09-09
1779,6025,포실,128.2696814,35.161793,2021-09-09
1780,6024,포실,128.2698027,35.16183003,2021-09-09
1781,36028,폴리텍대학/하대동행정복지센터,128.1264597,35.18915546,2021-09-09
1782,36027,폴리텍대학/하대동행정복지센터,128.127287,35.1890396,2021-09-09
1783,49035,풀에버정문/대곡중학교,128.1347644,35.17130681,2021-09-09
1784,49036,풀에버정문/대곡중학교,128.1348764,35.17107367,2021-09-09
1785,49033,풀에버후문,128.1308237,35.17129634,2021-09-09
1786,49034,풀에버후문,128.1309168,35.17108817,2021-09-09
1787,9008,필동,128.2512765,35.21980853,2021-09-09
1788,9007,필동,128.2513694,35.21977377,2021-09-09
1789,9010,필동삼거리,128.2505611,35.22471888,2021-09-09
1790,9011,필동삼거리,128.2506631,35.22474261,2021-09-09
1791,9084,필동삼거리/대필동,128.2503725,35.2247749,2021-09-09
1792,36021,하대대림아파트,128.1281533,35.19371397,2021-09-09
1793,36022,하대대림아파트,128.1278798,35.19417843,2021-09-09
1794,39003,하대대영/초전대림아파트,128.1130492,35.1968055,2021-09-09
1795,36035,하대대영/초전대림아파트,128.1129621,35.19665533,2021-09-09
1796,16028,하대우,127.9150352,35.22846173,2021-09-09
1797,16027,하대우,127.9149142,35.22844687,2021-09-09
1798,35042,하대주공아파트,128.126111,35.1845711,2021-09-09
1799,36024,하대주공아파트,128.1260806,35.18475615,2021-09-09
1800,36013,하대탑마트,128.1219816,35.19262441,2021-09-09
1801,36014,하대탑마트,128.1218405,35.19234857,2021-09-09
1802,36036,하대탑마트앞,128.1209736,35.19318129,2021-09-09
1803,36037,하대탑마트앞,128.1212489,35.19303904,2021-09-09
1804,36034,하대현대아파트,128.1267306,35.19345232,2021-09-09
1805,36033,하대현대아파트,128.126792,35.19332332,2021-09-09
1806,7046,하동,128.3191552,35.1696658,2021-09-09
1807,7045,하동,128.3194204,35.17006833,2021-09-09
1808,16058,하조계,127.9039317,35.19220642,2021-09-09
1809,16059,하조계,127.9038698,35.1923173,2021-09-09
1810,16001,하중전,127.9586587,35.18771837,2021-09-09
